Session,Site,Day,Start Time,End Time,Shift Length
Summer II,Humanities SINC Site,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Humanities SINC Site,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Humanities SINC Site,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Humanities SINC Site,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Humanities SINC Site,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Humanities SINC Site,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Humanities SINC Site,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,Life Sciences SINC Site,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Life Sciences SINC Site,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Life Sciences SINC Site,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Life Sciences SINC Site,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Life Sciences SINC Site,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Life Sciences SINC Site,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Life Sciences SINC Site,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,Math SINC Site,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Math SINC Site,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Math SINC Site,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Math SINC Site,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Math SINC Site,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Math SINC Site,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Math SINC Site,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,Melville Library SINC Site,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Melville Library SINC Site,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Melville Library SINC Site,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Melville Library SINC Site,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Melville Library SINC Site,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Melville Library SINC Site,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Melville Library SINC Site,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,North Reading Room,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,North Reading Room,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,North Reading Room,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,North Reading Room,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,North Reading Room,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,North Reading Room,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,North Reading Room,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,Physics SINC Site,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Physics SINC Site,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Physics SINC Site,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Physics SINC Site,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Physics SINC Site,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Physics SINC Site,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Physics SINC Site,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,Social and Behavioral Sciences SINC Site,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Social and Behavioral Sciences SINC Site,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Social and Behavioral Sciences SINC Site,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Social and Behavioral Sciences SINC Site,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Social and Behavioral Sciences SINC Site,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Social and Behavioral Sciences SINC Site,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Social and Behavioral Sciences SINC Site,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,Sports Complex SINC Site,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Sports Complex SINC Site,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Sports Complex SINC Site,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Sports Complex SINC Site,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Sports Complex SINC Site,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Sports Complex SINC Site,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Sports Complex SINC Site,Sunday , 09:00:00 AM,10:00:00 PM,1
Summer II,Tabler Digital Arts Media Lab,Monday , 09:00:00 AM,10:00:00 PM,1
Summer II,Tabler Digital Arts Media Lab,Tuesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Tabler Digital Arts Media Lab,Wednesday , 09:00:00 AM,10:00:00 PM,1
Summer II,Tabler Digital Arts Media Lab,Thursday , 09:00:00 AM,10:00:00 PM,1
Summer II,Tabler Digital Arts Media Lab,Friday , 09:00:00 AM,10:00:00 PM,1
Summer II,Tabler Digital Arts Media Lab,Saturday , 09:00:00 AM,10:00:00 PM,1
Summer II,Tabler Digital Arts Media Lab,Sunday , 09:00:00 AM,10:00:00 PM,1
